match_id,Unique_id,Match_No,player_id,Team,Against,venue,inning,inning1,A_Avg_Runs,A_Avg_balls_Faced,avg_wick_a,A_Avg_Extras,O_Avg_Runs,O_Avg_balls_Faced,avg_wick_o,O_Avg_Extras,batsman_runs,Total_extras,Total_Wickets
2008_11,2008_11_160,11,160,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,9.8,8.8,2,2.8,2.857142857,2.56302521,1,1.974789916,34,6,1
2008_11,2008_11_163,11,163,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,18,10.33333333,0,0,18.83333333,14.7037037,0,0.018518519,44,6,0
2008_11,2008_11_165,11,165,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,1,2.285714286,2,0.285714286,3.6,3.781818182,2,1.036363636,0,3,2
2008_11,2008_11_167,11,167,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,4,6,0,0,11.77272727,11.09090909,0,0,4,3,0
2008_11,2008_11_170,11,170,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,0,0.6,2,0.4,0.619047619,0.634920635,2,1,0,3,2
2008_11,2008_11_171,11,171,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,15.16666667,13,0,0.166666667,20.59574468,13.82269504,1,0.496453901,21,3,0
2008_11,2008_11_174,11,174,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,0,0,2,2.5,3.272727273,2.545454545,3,2.454545455,0,3,0
2008_11,2008_11_175,11,175,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,24.63636364,19.36363636,2,1.818181818,25.85148515,18.16831683,1,1.584158416,61,3,3
2008_11,2008_11_183,11,183,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,2,4,0,0,5,6,0,0,0,3,0
2008_11,2008_11_185,11,185,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,36.5,30,0,0,25.48275862,22.24137931,0,0,49,3,0
2008_11,2008_11_186,11,186,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,0.333333333,0.777777778,1,1.777777778,0.552631579,0.763157895,1,1.368421053,0,3,1
2008_12,2008_12_1,12,1,CSK,KKR,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",2,2,25.23076923,16.92307692,0,0,24.8951049,17.72727273,0,0,43,18,0
2008_12,2008_12_12,12,12,CSK,KKR,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",2,2,21.66666667,23.66666667,0,0,20.01724138,16.43103448,0,0,21,18,0
2008_12,2008_12_14,12,14,CSK,KKR,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",2,2,0,0,2,1,0,0,2,0.833333333,0,18,2
2008_12,2008_12_17,12,17,CSK,KKR,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",2,2,0,0,1,0.666666667,2.25,1.568181818,1,1.522727273,0,18,2
2008_12,2008_12_19,12,19,CSK,KKR,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",2,2,0,0,2,2,2.25,1.875,1,1.1875,0,18,2
2008_12,2008_12_22,12,22,CSK,KKR,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",2,2,0,0,1,3.4,0.303030303,0.424242424,1,1.863636364,0,18,0
2008_12,2008_12_23,12,23,CSK,KKR,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",2,2,0,0,3,0,7.066666667,7.066666667,1,1.333333333,0,18,3
2008_12,2008_12_6,12,6,CSK,KKR,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",2,2,23.66666667,18,0,0,34.59375,24.1875,0,0,70,18,0
2008_12,2008_12_66,12,66,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,7.8,13.8,0,0,23.66666667,21.50877193,1,0.192982456,12,8,0
2008_12,2008_12_68,12,68,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,0,0,1,1.75,0.342105263,0.605263158,2,1.513157895,0,18,0
2008_12,2008_12_73,12,73,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,0,1,0,0,10.11111111,13.33333333,0,0,0,8,0
2008_12,2008_12_77,12,77,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,5,3.25,1,2.75,4.261904762,3.5,1,1.476190476,11,8,1
2008_12,2008_12_80,12,80,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,0.75,1.75,1,0.5,21.67213115,17.21311475,1,0.295081967,0,8,0
2008_12,2008_12_81,12,81,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,8,7.666666667,1,3,2.054545455,1.909090909,1,1.4,3,8,0
2008_12,2008_12_82,12,82,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,25,17.33333333,0,0,26.72815534,19.62135922,0,0,24,8,0
2008_12,2008_12_83,12,83,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,11,14,0,0.5,8,9.875,1,1.25,16,8,0
2008_12,2008_12_84,12,84,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,18,10.4,0,0,19.96153846,14.8974359,0,0,27,8,0
2008_12,2008_12_85,12,85,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,3.333333333,6,1,3,0.592105263,0.736842105,1,2.171052632,4,8,0
2008_12,2008_12_86,12,86,KKR,CSK,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",1,1,13.11111111,10.11111111,1,0.222222222,9.418604651,7.813953488,1,0.674418605,42,8,0
2008_13,2008_13_114,13,114,MI,DC,Dr DY Patil Sports Academy,1,1,20.5,14.66666667,2,1,12.01904762,9.228571429,2,1.495238095,34,11,0
2008_13,2008_13_115,13,115,MI,DC,Dr DY Patil Sports Academy,1,1,0,0,0,2,11,9.666666667,1,0.888888889,0,9,0
2008_13,2008_13_117,13,117,MI,DC,Dr DY Patil Sports Academy,1,1,15,12.25,1,1.5,25.6,17,1,0.7,18,11,0
2008_13,2008_13_118,13,118,MI,DC,Dr DY Patil Sports Academy,1,1,1.75,2.25,1,1.75,1.25,1.305555556,2,1.763888889,0,9,0
2008_13,2008_13_119,13,119,MI,DC,Dr DY Patil Sports Academy,1,1,0,0,0,1,0.465909091,0.625,2,1.306818182,0,9,0
2008_13,2008_13_121,13,121,MI,DC,Dr DY Patil Sports Academy,1,1,31,30,0,0,11.30769231,8.384615385,1,0.692307692,31,11,0
2008_13,2008_13_122,13,122,MI,DC,Dr DY Patil Sports Academy,1,1,0,7,0,0,29.11428571,23.62857143,1,0,0,11,0
2008_13,2008_13_123,13,123,MI,DC,Dr DY Patil Sports Academy,1,1,13,10,0,0,6.8,6.2,0,0,13,11,0
2008_13,2008_13_132,13,132,MI,DC,Dr DY Patil Sports Academy,1,1,7,7,0,0,8,6.333333333,1,0.333333333,7,11,0
2008_13,2008_13_133,13,133,MI,DC,Dr DY Patil Sports Academy,1,1,20.75,12.5,1,0.5,13.17647059,10.78431373,1,0.235294118,34,11,0
2008_13,2008_13_141,13,141,MI,DC,Dr DY Patil Sports Academy,1,1,6.5,9,0,0,26.41958042,19.40559441,0,0,6,11,0
2008_13,2008_13_196,13,196,DC,MI,Dr DY Patil Sports Academy,2,2,1.6,2.4,3,2.4,0.634146341,0.865853659,2,2.195121951,0,9,2
2008_13,2008_13_26,13,26,DC,MI,Dr DY Patil Sports Academy,2,2,13.66666667,11,0,0,14.1,13,0,0,37,9,0
2008_13,2008_13_28,13,28,DC,MI,Dr DY Patil Sports Academy,2,2,33.5,20.5,0,0,25.8625,17.65,1,0,109,9,0
2008_13,2008_13_29,13,29,DC,MI,Dr DY Patil Sports Academy,2,2,0.285714286,0.428571429,2,1.285714286,0.177777778,0.444444444,2,1.533333333,0,9,0
2008_13,2008_13_35,13,35,DC,MI,Dr DY Patil Sports Academy,2,2,0,0,2,1,4.9,5.5,1,0.9,0,9,2
2008_13,2008_13_37,13,37,DC,MI,Dr DY Patil Sports Academy,2,2,0,0,0,0,1,2.333333333,1,1,0,9,0
2008_13,2008_13_39,13,39,DC,MI,Dr DY Patil Sports Academy,2,2,0,0.5,2,4.5,8.1,4.5,1,1.7,0,9,2
2008_13,2008_13_44,13,44,DC,MI,Dr DY Patil Sports Academy,2,2,5,2.5,1,1.5,3.666666667,2.333333333,1,1.333333333,0,9,1
2008_14,2008_14_100,14,100,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,3.75,3.25,1,2,0.772727273,1.136363636,1,2.454545455,0,9,0
2008_14,2008_14_101,14,101,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,19,14.2,0,0,23.1025641,18.21794872,0,0,15,9,0
2008_14,2008_14_102,14,102,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,1.833333333,2.25,1,1.333333333,3.992248062,3.372093023,2,0.906976744,0,9,0
2008_14,2008_14_104,14,104,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,19.5,10.5,0,0,13.625,13.8125,0,0.125,1,9,0
2008_14,2008_14_105,14,105,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,47.5,30,0,0,21.90909091,16.18181818,0,0,75,9,0
2008_14,2008_14_112,14,112,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,7,9,0,0,2.666666667,3.666666667,0,0,7,9,0
2008_14,2008_14_46,14,46,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,25,14.1,0,0.1,26.23076923,16.20192308,1,0.028846154,6,11,0
2008_14,2008_14_50,14,50,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,0,0,1,1,0.285714286,0.357142857,1,0.928571429,0,9,1
2008_14,2008_14_51,14,51,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,2,1.666666667,1,0.666666667,0.882352941,1.529411765,2,1.941176471,6,11,1
2008_14,2008_14_54,14,54,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,10,8.5,1,1.5,8.666666667,7.5,1,1.666666667,19,11,1
2008_14,2008_14_55,14,55,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,19,17.33333333,0,0,20.34567901,16.98765432,1,0.024691358,39,11,0
2008_14,2008_14_56,14,56,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,4.5,4.5,1,1.25,3.638297872,2.946808511,1,0.776595745,17,11,1
2008_14,2008_14_57,14,57,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,4,4,0,0,28.264,22.592,1,0.056,0,11,0
2008_14,2008_14_58,14,58,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,29.83333333,21,0,0,28.30136986,22.08219178,0,0,18,11,0
2008_14,2008_14_59,14,59,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,29.16666667,24.5,0,0,21.6641791,16.8358209,0,0,24,11,0
2008_14,2008_14_60,14,60,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,4.4,4.6,1,2.6,8.85,6,2,1.9,18,11,0
2008_14,2008_14_62,14,62,DD,KXI,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",1,1,0,0,2,2,0.375,0.75,2,2.25,0,9,2
2008_14,2008_14_88,14,88,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,20.33333333,17.83333333,1,0.166666667,21.78632479,16.38461538,1,0.222222222,40,9,1
2008_14,2008_14_94,14,94,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,0.5,1.5,2,3,3.263157895,2.473684211,1,2.210526316,1,9,1
2008_14,2008_14_96,14,96,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,11.66666667,9,2,2.5,11.16666667,8.931372549,1,1.37254902,10,9,3
2008_14,2008_14_98,14,98,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,21,19.2,0,0,24.80882353,19.86764706,0,0,4,9,0
2008_14,2008_14_99,14,99,KXI,DD,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",2,2,0,0,1,0.333333333,0.222222222,0.111111111,1,1,0,9,3
2008_15,2008_15_1,15,1,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,28.27777778,19.66666667,0,0,24.8951049,17.72727273,0,0,65,4,0
2008_15,2008_15_12,15,12,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,22.4,19.2,0,0,20.01724138,16.43103448,0,0,21,4,0
2008_15,2008_15_14,15,14,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,0,0,2,0,0,0,2,0.833333333,0,7,2
2008_15,2008_15_142,15,142,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,22.16666667,18.66666667,0,0,26.51219512,22.34146341,0,0,0,7,0
2008_15,2008_15_145,15,145,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,9.25,8.25,0,0,17.13043478,12.95652174,0,0,4,7,0
2008_15,2008_15_146,15,146,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,8,11,0,0,13.33333333,11.71428571,0,0,8,7,0
2008_15,2008_15_147,15,147,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,50,33,0,0,16.25,15.125,0,0,50,7,0
2008_15,2008_15_148,15,148,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,17.57142857,14.85714286,1,1.285714286,24.76530612,22.14285714,1,1.275510204,14,7,0
2008_15,2008_15_149,15,149,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,37.15789474,28.84210526,1,0.105263158,30.95035461,23.54609929,1,0.120567376,12,7,0
2008_15,2008_15_152,15,152,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,0.2,1,1,3.8,1.844444444,1.722222222,2,1.844444444,1,7,0
2008_15,2008_15_159,15,159,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,4.142857143,3.857142857,2,1.142857143,1.181818182,1.383838384,2,1.656565657,8,7,3
2008_15,2008_15_160,15,160,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,5.571428571,3.571428571,2,1,2.857142857,2.56302521,1,1.974789916,6,7,2
2008_15,2008_15_163,15,163,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,29.25,24,0,0.25,18.83333333,14.7037037,0,0.018518519,53,7,0
2008_15,2008_15_17,15,17,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,0.8,0.8,2,2,2.25,1.568181818,1,1.522727273,0,7,3
2008_15,2008_15_18,15,18,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,33.125,25.75,0,0,34.0862069,26.86206897,0,0,47,4,0
2008_15,2008_15_19,15,19,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,0,0,2,1.5,2.25,1.875,1,1.1875,0,7,2
2008_15,2008_15_21,15,21,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,10.58333333,7.5,2,1.083333333,10.82222222,7.411111111,2,1.7,0,7,1
2008_15,2008_15_23,15,23,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,5.333333333,7.333333333,2,2.333333333,7.066666667,7.066666667,1,1.333333333,0,7,2
2008_15,2008_15_236,15,236,RCB,CSK,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,2,2.666666667,3.333333333,0,0,5.066666667,3.533333333,1,0.733333333,2,7,0
2008_15,2008_15_24,15,24,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,27.36842105,20.10526316,1,0.842105263,28.91719745,20.36305732,1,0.27388535,28,4,0
2008_15,2008_15_6,15,6,CSK,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,1,34.66666667,24.66666667,0,0,34.59375,24.1875,0,0,13,4,0
2008_16,2008_16_114,16,114,MI,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,2,14.4,12.6,1,1.6,12.01904762,9.228571429,2,1.495238095,64,15,1
2008_16,2008_16_116,16,116,MI,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,2,0,0,1,4.5,0.4,0.3,2,2.7,0,15,1
2008_16,2008_16_117,16,117,MI,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,2,31,16,1,0.75,25.6,17,1,0.7,18,15,4
2008_16,2008_16_118,16,118,MI,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,2,0,0,1,5.5,1.25,1.305555556,2,1.763888889,0,15,0
2008_16,2008_16_119,16,119,MI,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,2,0,0,0,2,0.465909091,0.625,2,1.306818182,0,15,0
2008_16,2008_16_120,16,120,MI,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,2,0,3,0,0,23.31578947,19.07368421,0,0,0,15,0
2008_16,2008_16_121,16,121,MI,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,2,0,0,3,0.5,11.30769231,8.384615385,1,0.692307692,0,15,2
2008_16,2008_16_122,16,122,MI,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,2,7,8.5,0,0,29.11428571,23.62857143,1,0,4,15,0
2008_16,2008_16_141,16,141,MI,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,2,23,22,0,0,26.41958042,19.40559441,0,0,37,15,0
2008_16,2008_16_66,16,66,KKR,MI,"Eden Garden Stadium, Kolkata, West Bengal",1,1,21,19.83333333,0,0.166666667,23.66666667,21.50877193,1,0.192982456,4,13,0
