unique_id,match_id,Match_No,player_id,name,team_id,Against,venue,inning,inning1,A_Avg_Runs,A_Avg_balls_Faced,avg_wick_a,A_Avg_Extras,O_Avg_Runs,O_Avg_balls_Faced,avg_wick_o,O_Avg_Extras,playing_xi_flag,runs_scored_bat_first,wickets_taken_bowl_first,runs_scored_bat_second,wickets_taken_bowl_second
2018_1_63,2018_1,1,63,Pradeep Sangwan,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,0,0.6,1.4,1.6,0.631578947,0.894736842,1.078947368,2.131578947,0,0.45,1,1.45,1
2018_1_126,2018_1,1,126,Saurabh Tiwary,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,5.333333333,7.333333333,0,0,19.9375,16.328125,0,0,0,5.54,0,7.21,0
2018_1_311,2018_1,1,311,Aditya Tare,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,7.8,6.6,0,0,12.55555556,9.814814815,0,0,0,8.28,0,9.95,0
2018_1_315,2018_1,1,315,Kieron Pollard,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,22.23529412,12.88235294,0.764705882,1.235294118,19.53333333,12.88333333,0.558333333,0.808333333,1,23.81,0,25.48,0
2018_1_386,2018_1,1,386,Surya Kumar Yadav,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,8.666666667,13.66666667,0,0,14.13953488,10.48837209,0,0,1,9.49,0,11.16,0
2018_1_464,2018_1,1,464,Akila Dhananjaya,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,0.5,0,2,2.333333333,0.631578947,0,0.870967742,1.763888889,0,1.18,2,2.26,2
2018_1_487,2018_1,1,487,Jasprit Bumrah,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,0,0,0,2,0.531914894,0.553191489,1.127659574,1.382978723,1,0.66,0,1.68,0
2018_1_514,2018_1,1,514,Pat Cummins,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,0,0.333333333,1,4.666666667,4.8125,3.3125,1.1875,3,1,0.69,1,1.82,1
2018_1_526,2018_1,1,526,Ben Cutting,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,12.58148347,9,0,0.375,10.625,6.125,0.875,0.375,0,13.6,0,15.27,0
2018_1_553,2018_1,1,553,Hardik Pandya,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,7.333333333,3.666666667,0,0.666666667,10.97297297,7.432432432,0.27027027,0.72972973,1,7.85,0,9.52,0
2018_1_574,2018_1,1,574,Ishan Kishan,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,18,14,0,1,21.26666667,16.2,0,0,1,19.39,0,21.06,0
2018_1_582,2018_1,1,582,Krunal Pandya,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,15,11,2,1,19.2,11.84,0.68,1.04,1,16.25,2,17.92,1
2018_1_593,2018_1,1,593,Mustafizur Rahman,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,0,0,2,1,0,0,1.0625,1,1,0.74,2,1.68,2
2018_1_626,2018_1,1,626,Rahul Chahar,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,0,0,2,3,1.5,1,1,2.5,1,0.77,2,1.75,2
2018_1_669,2018_1,1,669,MD Nidheesh,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,61,43,0,0,28.91719745,22.08219178,0,0,0,65.47,0,67.13,0
2018_1_670,2018_1,1,670,Mohsin Khan,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,5,4,2,0,2.698412698,1.387096774,1.0625,0.6,0,5.73,2,7.08,2
2018_1_671,2018_1,1,671,Anukul Sudhakar Roy,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,47.5,31,0,0,25.85148515,20.42307692,0,0,0,50.83,0,52.5,0
2018_1_672,2018_1,1,672,Mayank Markande,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,2,3,1,1,0.277777778,1.346666667,1.304761905,1.833333333,0,2.73,1,3.73,1
2018_1_673,2018_1,1,673,Siddhesh Lad,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,26.5,19.66666667,0,0,24.421875,17.82,0,0.015625,0,28.5,0,30.16,0
2018_1_674,2018_1,1,674,Sharad Lumba,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,1,0,0.8352415,1,0.9,0.111111111,1.329268293,2.419354839,0,1.83,1,2.65,1
2018_1_675,2018_1,1,675,TN Dhillon,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,7.363636364,5.508743647,1,0.5,3.8,1.181818182,1.142857143,0.571428571,0,8.13,1,9.73,1
2018_1_676,2018_1,1,676,Jason Behrendorff,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,3.526315789,3.176470588,1.428571429,0.2,12,8.604651163,0.888888889,1.1,0,4.15,1,5.4,1
2018_1_677,2018_1,1,677,Jean-Paul Duminy,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,25.66666667,22,0,0.333333333,26.22368421,20.48684211,0.302631579,0.565789474,0,27.56,0,29.23,0
2018_1_678,2018_1,1,678,Evin Lewis,MI,CSK,"Wankhede Stadium, Mumbai, Maharashtra",2,1,28,27.13,-0.42778003,-0.913402393,32,22.18,0,0,1,30.3,0,31.97,0
2018_2_52,2018_2,2,52,Amit Mishra,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,1.555555556,2,1.111111111,0.444444444,2.698412698,2.801587302,1.126984127,0.904761905,1,3.08,1,1.89,1
2018_2_58,2018_2,2,58,Gautam Gambhir,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,32.8,26.46666667,0,0,28.30136986,22.08219178,0,0,1,36.69,0,35,0
2018_2_271,2018_2,2,271,Naman Ojha,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,29,17.2,0,0,16.80434783,13.90217391,0,0,0,32.47,0,30.78,0
2018_2_341,2018_2,2,341,Daniel Christian,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,8.5,4,1,1,11.66666667,9.277777778,0.888888889,1.555555556,1,10.5,1,8.81,1
2018_2_351,2018_2,2,351,Shahbaz Nadeem,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,0.75,2,0.75,0.25,0.481481481,1.259259259,0.722222222,0.685185185,0,2.35,1,1.28,1
2018_2_429,2018_2,2,429,Glenn Maxwell,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,0,3,0,0,21.54385965,12.47368421,0.210526316,0.298245614,0,1.89,0,0.72,0
2018_2_443,2018_2,2,443,Gurkeerat Singh Mann,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,18.6,13,0.333333333,0,14.25,11.04166667,0.208333333,0.166666667,0,21.52,0,19.83,0
2018_2_456,2018_2,2,456,Harshal Patel,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,1.5,0.75,1.5,2,1.342857143,0.942857143,1.057142857,1.514285714,0,3.27,1,2.12,1
2018_2_465,2018_2,2,465,Chris Morris,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,8.75,6.25,1.5,2.25,9.145833333,5.458333333,1.25,1.5625,1,11.15,1,9.46,1
2018_2_511,2018_2,2,511,Jayant Yadav,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,0,0,1,1,0.6,1,0.4,0.3,1,1.69,1,0.59,1
2018_2_528,2018_2,2,528,Rahul Tewatia,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,8,5,2,0.5,5,2.857142857,1.142857143,0.571428571,0,10.26,2,8.57,2
2018_2_537,2018_2,2,537,Shreyas Iyer,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,18.2,14.2,0,0,25.21875,19.3125,0,0,1,21.13,0,19.43,0
2018_2_548,2018_2,2,548,Colin Munro,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,11.16666667,9.678829231,0,0,27,16,0,0,1,13.93,0,12.23,0
2018_2_565,2018_2,2,565,Trent Boult,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,0,0,0,0,0.357142857,0.571428571,1.142857143,2.071428571,0,1.43,0,0.73,0
2018_2_572,2018_2,2,572,Rishabh Pant,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,7.333333333,6,0,0,23.5,15.29166667,0,0,1,9.65,0,7.96,0
2018_2_594,2018_2,2,594,Kagiso Rabada,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,11,20,0,1,9.166666667,10.5,1.333333333,3.833333333,1,13.32,0,11.62,0
2018_2_598,2018_2,2,598,Jason Roy,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,29,21,0,0,19.66666667,12.66666667,0,0,0,32.95,0,31.26,0
2018_2_608,2018_2,2,608,Sayan Ghosh,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,8.339441332,8,0,1.5,10.625,5,1.329268293,1.842105263,0,10.83,0,9.14,0
2018_2_619,2018_2,2,619,Avesh Khan,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,0,0,1,0,0,0,1,1,0,1.58,1,0.75,1
2018_2_647,2018_2,2,647,Mohammed Shami,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,0.75,1.75,0.75,2.5,1.483870968,1.387096774,0.870967742,2.419354839,1,2.52,1,1.51,1
2018_2_648,2018_2,2,648,Prithvi Shaw,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,0,0.333333333,2,2,0.531914894,0.571428571,1.25,2,0,1.68,2,0.78,2
2018_2_649,2018_2,2,649,Vijay Shankar,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,7.878431986,10,0,0,20.2,15,0,0,0,10.24,0,8.55,0
2018_2_650,2018_2,2,650,Manjot Kalra,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,4.5,2.666666667,0,1,2.333333333,0,0.964285714,2.131578947,0,6.52,0,5.33,0
2018_2_651,2018_2,2,651,Abhishek Sharma,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,8.770962246,6.254171081,0.852279492,0.630832512,5,2.857142857,1.142857143,0.571428571,1,11.16,1,9.47,1
2018_2_652,2018_2,2,652,Sandeep Lamichanne,DD,KXI,"Feroz Shah Kotla Stadium, Delhi",1,2,4,6.181818182,0,0.291471476,15.66666667,6.18,0.369863014,0.565789474,0,6.43,0,5,0
2018_2_3,2018_2,2,3,Ravichandran Ashwin,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,2.25,2.25,1.666666667,2,2.138888889,2.166666667,1.018518519,1.324074074,1,2.56,2,3.92,1
2018_2_55,2018_2,2,55,Manoj Tiwary,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,60,43,0,0,20.34567901,16.98765432,0.012345679,0.024691358,0,64.14,0,65.81,0
2018_2_79,2018_2,2,79,Chris Gayle,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,28.27272727,18.63636364,0.181818182,0.454545455,35.85858586,22.81818182,0.191919192,0.727272727,1,30.29,0,31.95,0
2018_2_88,2018_2,2,88,Yuvraj Singh,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,22.75,15.5,0.5,0.25,21.78632479,16.38461538,0.333333333,0.222222222,1,24.17,0,25.84,0
2018_2_322,2018_2,2,322,Aaron Finch,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,33.66666667,20,0,0,25.046875,18.375,0.015625,0.015625,0,35.89,0,37.56,0
2018_2_378,2018_2,2,378,David Miller,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,22.2,19.8,0,0,24.421875,16.734375,0,0,1,23.95,0,25.62,0
2018_2_402,2018_2,2,402,Mayank Agarwal,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,20,18,0,0,16.95833333,13.27083333,0,0,1,21.46,0,23.13,0
2018_2_458,2018_2,2,458,Karun Nair,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,43.25,28.25,0,0,23.16,17.82,0,0,0,46.24,0,47.91,0
2018_2_469,2018_2,2,469,Mohit Sharma,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,7,5.5,0.5,1,1.493333333,1.346666667,1.213333333,0.6,1,7.54,0,9.17,0
2018_2_471,2018_2,2,471,Ankit Rajput,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,0.111111111,0.375,3,1,0.545454545,1.181818182,0.727272727,2.272727273,0,0.74,3,1.59,3
2018_2_485,2018_2,2,485,Axar Patel,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,18.5,15.875,1.125,1.125,10.27118644,7.966101695,1.033898305,1.203389831,1,19.86,1,21.53,1
2018_2_535,2018_2,2,535,Andrew Tye,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,4,1,2,2,8.833333333,4.666666667,2,1.166666667,1,4.67,2,6.02,2
2018_2_540,2018_2,2,540,Marcus Stoinis,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,52,43,3,4,13.58333333,10.83333333,0.916666667,1.583333333,1,56.22,3,57.89,3
2018_2_562,2018_2,2,562,Barinder Sran,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,0.5,0,1,0.5,0.266666667,0.2,0.866666667,1.866666667,1,1.22,1,2.05,1
2018_2_573,2018_2,2,573,Akshdeep Nath,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,0,4,0.214285714,0,5,7,0,0,0,0.47,0,1.55,0
2018_2_662,2018_2,2,662,Manzoor Dar,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,18,14.16666667,0,0,20.2,12.66666667,0,0,0,19.52,0,21.19,0
2018_2_663,2018_2,2,663,Mayank Dagar,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,0,0,1.5,1.6,3.8,0.619047619,0.870967742,0.333333333,0,0.87,1,1.95,1
2018_2_664,2018_2,2,664,Pradeep Sahu,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,18,12,0,5,3.8,2.6,0.6,1.6,0,19.67,0,21.34,0
2018_2_665,2018_2,2,665,Ben Dwarshuis,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,7,3.5,1,0.5,5,1.387096774,1.057142857,1.161764706,0,7.78,1,9.24,1
2018_2_666,2018_2,2,666,Mujeeb Jadran,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,18,6,1,1,16.95833333,7.818181818,0.75,1.166666667,0,19.4,0,21.07,0
2018_2_668,2018_2,2,668,Lokesh Rahul,KXI,DD,"Feroz Shah Kotla Stadium, Delhi",2,1,25,17.5,0,0,24.62068966,18.96551724,0,0,1,26.74,0,28.41,0
2018_3_59,2018_3,3,59,Dinesh Karthik,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,19.75,18.75,0,0,21.6641791,16.8358209,0,0,1,22.74,0,21.05,0
2018_3_102,2018_3,3,102,Piyush Chawla,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,0,0,0.6,0,3.992248062,3.372093023,1.031007752,0.906976744,0,1.35,0,0.42,0
2018_3_141,2018_3,3,141,Robin Uthappa,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,25.28571429,18.14285714,0,0,26.41958042,19.40559441,0,0,1,28.61,0,26.92,0
2018_3_153,2018_3,3,153,Vinay Kumar,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,1.5,1.5,1,0.5,2.980392157,2.588235294,1.225490196,1.107843137,1,3.02,1,1.92,1
2018_3_250,2018_3,3,250,Ishank Jaggi,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,13,12,0,1,10.85714286,13.57142857,0,0,1,15.26,0,13.57,0
2018_3_343,2018_3,3,343,Chris Lynn,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,36.66666667,21.66666667,0,0,32,19.75,0,0,1,41.02,0,39.33,0
2018_3_430,2018_3,3,430,Andre Russell,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,31,15,0,1,16.88235294,9.558823529,1.058823529,1.352941176,1,34.79,0,33.09,0
2018_3_437,2018_3,3,437,Sunil Narine,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,8.9,3.4,1.3,0.5,3.304878049,2.109756098,1.329268293,1.048780488,1,11.01,1,9.35,1
2018_3_449,2018_3,3,449,Apoorv Wankhade,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,12.33350454,9,0.5,0.666666667,11.21212121,8.01369863,0.916666667,1.584158416,0,14.75,0,13.06,0
2018_3_512,2018_3,3,512,Kuldeep Yadav,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,4,7,0,0,1.333333333,1.466666667,1.266666667,1.2,1,5.89,0,4.7,0
2018_3_551,2018_3,3,551,Nitish Rana,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,15.66666667,18.33333333,0,0,27.3125,20.875,0,0,1,18.58,0,16.89,0
2018_3_613,2018_3,3,613,Rinku Singh,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,0,0,2,2,1.25,0.111111111,1.5,1.3,0,1.76,2,0.81,2
2018_3_654,2018_3,3,654,Javon Searless,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,27.55555556,17.5,0,0,28.15217391,18.16831683,0.302631579,0,0,31.31,0,29.62,0
2018_3_655,2018_3,3,655,Mitchell Johnson,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,4.5,2.5,0.5,3.5,3.145833333,3.041666667,1.291666667,2.020833333,1,6.54,0,5.11,0
2018_3_656,2018_3,3,656,Cameron Delport,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,40.71428571,27.25,0,0,27.4,19.07368421,0.104575163,0.01010101,0,45.37,0,43.68,0
2018_3_657,2018_3,3,657,Shivam Ravi,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,5.5,3.375,2,4,0.785714286,0.553191489,1.078947368,2.615384615,0,7.69,2,6.19,2
2018_3_658,2018_3,3,658,Kamlesh Nagarkoti,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,10.05369338,5.37717589,0.742347613,0.754098444,12,1.6,1.1,0.5,1,12.93,0,11.24,0
2018_3_659,2018_3,3,659,Shubham Gill,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,1.2,0,1.125,1,0.6,1.466666667,1.11627907,1.142857143,0,2.83,1,1.85,1
2018_3_661,2018_3,3,661,Mitchell Starc,KKR,RCB,"Eden Garden Stadium, Kolkata, West Bengal",1,2,0,1,1,3,3.692307692,3.576923077,1.5,2.615384615,0,1.64,1,0.72,1
2018_3_12,2018_3,3,12,Parthiv Patel,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,17.8,13.8,0,0,20.01724138,16.43103448,0,0,1,18.77,0,20.44,0
2018_3_47,2018_3,3,47,AB De Villiers,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,16,12.23076923,0,0,29.64102564,19.53846154,0,0,1,17.1,0,18.76,0
2018_3_82,2018_3,3,82,Brendon McCullum,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,25.75,16.5,0,0,26.72815534,19.62135922,0,0,1,27.34,0,29.01,0
2018_3_149,2018_3,3,149,Virat Kohli,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,24,19.11764706,0,0,30.95035461,23.54609929,0.035460993,0.120567376,1,25.52,0,27.19,0
2018_3_208,2018_3,3,208,Umesh Yadav,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0.285714286,0.285714286,1.571428571,2.571428571,1.010752688,0.967741935,1.150537634,2,1,0.79,2,1.85,1
2018_3_337,2018_3,3,337,Tim Southee,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0,0,1.333333333,2.333333333,1.862068966,1.172413793,0.862068966,1.620689655,1,0.58,1,1.63,1
2018_3_373,2018_3,3,373,Mandeep Singh,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,26,16.75,0,0,19.17241379,15.44827586,0,0,0,27.64,0,29.31,0
2018_3_433,2018_3,3,433,Pawan Negi,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,3.5,3,2,0.5,9.051282051,6.769230769,0.871794872,0.717948718,0,3.98,2,5.3,2
2018_3_478,2018_3,3,478,Manan Vohra,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,26.77777778,21,0,0,23.34146341,17.29268293,0,0,0,28.71,0,30.38,0
2018_3_480,2018_3,3,480,Aniket Choudhary,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0,0,1,0,5,4,1,1.4,0,0.6,1,1.42,1
2018_3_484,2018_3,3,484,Nathan Coulter-Nile,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,3,4.333333333,1,2.333333333,2.08,2,1.56,1.72,0,3.65,1,4.89,1
2018_3_502,2018_3,3,502,Quinton de Kock,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,9.333333333,6.666666667,0,0,27.92307692,20.42307692,0,0,0,9.88,0,11.55,0
2018_3_559,2018_3,3,559,Sarfaraz Khan,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,12,9,0,1,16.09090909,9.090909091,0,0,1,13.14,0,14.81,0
2018_3_590,2018_3,3,590,Murugan Ashwin,RCB,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0,0,0.5,1.5,0,0.1,0.7,1.1,0,0.71,0,1.67,0
